Название,Тип,Родитель ID,Стеллаж,Полка,Номер документа,Дата подписания,Расположение,Категория
Документация от ООО Синди-М. Часть 3,Другое,8c1662b7-958c-4e9f-9b5f-5df71996d4b1,А,6,,,Коробка 'Коробка 2А6' / Стеллаж А / Полка 6,
Коробка 3А6,Коробка,,А,6,,,Коробка 'Коробка 3А6' / Полка 6 / Стеллаж А,
Документация от ООО Синди-М. Часть 4,Другое,20279d3c-2c5f-4cf1-bc22-353ba0cdd96f,А,6,,,Коробка 'Коробка 3А6' / Стеллаж А / Полка 6,
Коробка 1А7,Коробка,,А,7,,,Коробка 'Коробка 1А7' / Полка 7 / Стеллаж А,
"ООО Евростройтек. Временная канализация к жилым домам №9-11 г. Котельники, мкр. Солнечные часы. РП. Внеплощадочные сети канализации. Внесены изменения по замечаниям Мособлгосэкспертизы от 30 марта 2005г",Документ,d4b43cff-b3aa-4fda-b06f-97cf6da41d6c,,,4514-140/04,,Коробка 'Коробка 1А7' / Полка 7 / Стеллаж А,
"ООО Водстрой. Исполнительный чертеж наружной сети водопровода по адресу: МО, г. Котельники, северо-западный район. 2008г",Документ,d4b43cff-b3aa-4fda-b06f-97cf6da41d6c,,,,,Коробка 'Коробка 1А7' / Полка 7 / Стеллаж А,
"ООО Евростройтек. Временная канализация к жилым домам №9-11 г. Котельники, мкр. Солнечные часы. РП. Внеплощадочные сети канализации. Внесены изменения по замечаниям Мособлгосэкспертизы от 11.01.2005г",Документ,d4b43cff-b3aa-4fda-b06f-97cf6da41d6c,,,4514-140/04,,Коробка 'Коробка 1А7' / Полка 7 / Стеллаж А,
Том 1 проект центрального теплового пункта Книга 3 Электроснабжение.,Документ,d4b43cff-b3aa-4fda-b06f-97cf6da41d6c,,,1109-2015/С/КТЛ-3/15/7-ЭОМ,,Коробка 'Коробка 1А7' / Полка 7 / Стеллаж А,
"ООО ТеплоСтройАвтоматика. ЦТП. Рабочая документация. Адрес: МО, Люберецкий район, г. Котельники к 14, 15",Документ,d4b43cff-b3aa-4fda-b06f-97cf6da41d6c,,,№810 от 31.10.2007,,Коробка 'Коробка 1А7' / Полка 7 / Стеллаж А,
Том 1 Проект центрального теплового пункта Книга 1 Тепломеханическая часть.,Документ,d4b43cff-b3aa-4fda-b06f-97cf6da41d6c,,,1109-2015/С/КТЛ-3/15/7-ТМ,,Коробка 'Коробка 1А7' / Полка 7 / Стеллаж А,
Том 1 Проект центрального теплового пунтка Книга 2 Узлы коммерческого учета тепловой энергии.,Документ,d4b43cff-b3aa-4fda-b06f-97cf6da41d6c,,,1109-2015/С/КТЛ-3/15/7-УУ,,Коробка 'Коробка 1А7' / Полка 7 / Стеллаж А,
Том 1 Проект центрального теплового пункта Книга 4 Автоматизация.,Документ,d4b43cff-b3aa-4fda-b06f-97cf6da41d6c,,,1109-2015/С/КТЛ-3/15/7-АТХ,,Коробка 'Коробка 1А7' / Полка 7 / Стеллаж А,
Технические условия ООО Синди-М 2017,Папка,d4b43cff-b3aa-4fda-b06f-97cf6da41d6c,,,,,Коробка 'Коробка 1А7' / Полка 7 / Стеллаж А / Папка 'Технические условия ООО Синди-М 2017',
"Техническое задание на проектирование ИТП ГУВД МО г. Котельники, МО.",Документ,d4b43cff-b3aa-4fda-b06f-97cf6da41d6c,,,,,Коробка 'Коробка 1А7' / Полка 7 / Стеллаж А,
"ООО Стройиндустрия. Исполнительный чертеж №1 по объекту Освоение площадок для строительства объектов метрополитена(вынос инженерных коммуникаций), Таганско-Краснопресненская линия ст.Жулебино-ст.Котельники. Этап 2 стройплощадки 2,3,4 Водопровод ПК0 8+37",Документ,d4b43cff-b3aa-4fda-b06f-97cf6da41d6c,,,11-4017-17-2-В-Д,,Коробка 'Коробка 1А7' / Полка 7 / Стеллаж А,
